,Unnamed: 0,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
872,7,IndiGo,18/07/2022,Ahmedabad,New Delhi,07:45,09:25,Non stop,"₹ 7,056"
873,8,IndiGo,18/07/2022,Ahmedabad,New Delhi,11:55,13:35,Non stop,"₹ 7,056"
874,9,IndiGo,18/07/2022,Ahmedabad,New Delhi,15:40,17:15,Non stop,"₹ 7,056"
875,10,IndiGo,18/07/2022,Ahmedabad,New Delhi,18:05,19:40,Non stop,"₹ 7,056"
876,11,IndiGo,18/07/2022,Ahmedabad,New Delhi,19:25,20:55,Non stop,"₹ 7,056"
877,12,Vistara,18/07/2022,Ahmedabad,New Delhi,20:30,22:00,Non stop,"₹ 7,056"
878,13,IndiGo,18/07/2022,Ahmedabad,New Delhi,21:40,23:15,Non stop,"₹ 7,056"
879,14,IndiGo,18/07/2022,Ahmedabad,New Delhi,07:20,11:45,1 stop via Lucknow,"₹ 7,056"
880,15,Air India,18/07/2022,Ahmedabad,New Delhi,21:30,23:20,Non stop,"₹ 7,057"
881,16,Vistara,18/07/2022,Ahmedabad,New Delhi,08:30,10:25,Non stop,"₹ 7,793"
882,17,Go First,18/07/2022,Ahmedabad,New Delhi,13:45,21:50,1 stop via Mumbai,"₹ 8,568"
883,18,Go First,18/07/2022,Ahmedabad,New Delhi,19:55,01:10,1 stop via Mumbai,"₹ 8,568"
884,0,Alliance Air,19/07/2022,Ahmedabad,New Delhi,18:50,21:20,Non stop,"₹ 5,062"
885,1,IndiGo,19/07/2022,Ahmedabad,New Delhi,08:10,12:55,1 stop via Dehradun,"₹ 6,951"
886,2,Go First,19/07/2022,Ahmedabad,New Delhi,07:25,09:00,Non stop,"₹ 7,055"
887,3,Go First,19/07/2022,Ahmedabad,New Delhi,18:55,20:40,Non stop,"₹ 7,055"
888,4,Go First,19/07/2022,Ahmedabad,New Delhi,21:30,23:20,Non stop,"₹ 7,055"
889,5,IndiGo,19/07/2022,Ahmedabad,New Delhi,05:50,07:30,Non stop,"₹ 7,056"
890,6,Vistara,19/07/2022,Ahmedabad,New Delhi,06:45,08:20,Non stop,"₹ 7,056"
891,7,Vistara,19/07/2022,Ahmedabad,New Delhi,08:30,10:25,Non stop,"₹ 7,056"
892,8,IndiGo,19/07/2022,Ahmedabad,New Delhi,11:55,13:35,Non stop,"₹ 7,056"
893,9,IndiGo,19/07/2022,Ahmedabad,New Delhi,15:40,17:15,Non stop,"₹ 7,056"
894,10,IndiGo,19/07/2022,Ahmedabad,New Delhi,18:05,19:40,Non stop,"₹ 7,056"
895,11,IndiGo,19/07/2022,Ahmedabad,New Delhi,19:25,20:55,Non stop,"₹ 7,056"
896,12,Vistara,19/07/2022,Ahmedabad,New Delhi,20:30,22:00,Non stop,"₹ 7,056"
897,13,IndiGo,19/07/2022,Ahmedabad,New Delhi,21:40,23:15,Non stop,"₹ 7,056"
898,14,IndiGo,19/07/2022,Ahmedabad,New Delhi,07:20,11:45,1 stop via Lucknow,"₹ 7,056"
899,15,Air India,19/07/2022,Ahmedabad,New Delhi,21:30,23:20,Non stop,"₹ 7,057"
900,16,Go First,19/07/2022,Ahmedabad,New Delhi,08:45,14:20,1 stop via Mumbai,"₹ 8,568"
901,17,Go First,19/07/2022,Ahmedabad,New Delhi,19:55,01:10,1 stop via Mumbai,"₹ 8,568"
902,0,Alliance Air,20/07/2022,Ahmedabad,New Delhi,18:50,21:20,Non stop,"₹ 5,062"
903,1,Go First,20/07/2022,Ahmedabad,New Delhi,07:25,09:00,Non stop,"₹ 7,055"
904,2,Go First,20/07/2022,Ahmedabad,New Delhi,18:55,20:40,Non stop,"₹ 7,055"
905,3,Go First,20/07/2022,Ahmedabad,New Delhi,21:30,23:20,Non stop,"₹ 7,055"
906,4,IndiGo,20/07/2022,Ahmedabad,New Delhi,05:50,07:30,Non stop,"₹ 7,056"
907,5,Vistara,20/07/2022,Ahmedabad,New Delhi,06:45,08:20,Non stop,"₹ 7,056"
908,6,SpiceJet,20/07/2022,Ahmedabad,New Delhi,07:00,08:35,Non stop,"₹ 7,056"
909,7,IndiGo,20/07/2022,Ahmedabad,New Delhi,07:45,09:25,Non stop,"₹ 7,056"
910,8,Vistara,20/07/2022,Ahmedabad,New Delhi,08:30,10:25,Non stop,"₹ 7,056"
911,9,IndiGo,20/07/2022,Ahmedabad,New Delhi,15:40,17:15,Non stop,"₹ 7,056"
912,10,IndiGo,20/07/2022,Ahmedabad,New Delhi,18:05,19:40,Non stop,"₹ 7,056"
913,11,IndiGo,20/07/2022,Ahmedabad,New Delhi,19:25,20:55,Non stop,"₹ 7,056"
914,12,Vistara,20/07/2022,Ahmedabad,New Delhi,20:30,22:00,Non stop,"₹ 7,056"
915,13,SpiceJet,20/07/2022,Ahmedabad,New Delhi,21:10,22:50,Non stop,"₹ 7,056"
916,14,IndiGo,20/07/2022,Ahmedabad,New Delhi,21:40,23:15,Non stop,"₹ 7,056"
917,15,IndiGo,20/07/2022,Ahmedabad,New Delhi,07:20,11:45,1 stop via Lucknow,"₹ 7,056"
918,16,Air India,20/07/2022,Ahmedabad,New Delhi,21:30,23:20,Non stop,"₹ 7,057"
919,17,Go First,20/07/2022,Ahmedabad,New Delhi,08:45,14:20,1 stop via Mumbai,"₹ 8,568"
920,0,IndiGo,15/07/2022,Tirupati,Goa,16:40,22:40,1 stop via Bengaluru,"₹ 9,245"
921,1,SpiceJet,15/07/2022,Tirupati,Goa,07:55,20:35,1 stop via Hyderabad,"₹ 10,126"
922,2,IndiGo,15/07/2022,Tirupati,Goa,16:40,20:40,1 stop via Bengaluru,"₹ 10,280"
923,3,IndiGo,15/07/2022,Tirupati,Goa,20:30,06:50,1 stop via Hyderabad,"₹ 6,416"
924,4,IndiGo,15/07/2022,Tirupati,Goa,20:30,06:50,1 stop via Hyderabad,"₹ 10,280"
925,5,Air India,15/07/2022,Tirupati,Goa,14:30,00:40,"2 stop via Hyderabad,New Delhi","₹ 10,950"
926,6,"Air India, IndiGo",15/07/2022,Tirupati,Goa,14:30,23:25,1 stop via Hyderabad,"₹ 11,820"
927,7,"Air India, SpiceJet",15/07/2022,Tirupati,Goa,14:30,20:35,1 stop via Hyderabad,"₹ 12,555"
928,8,IndiGo,15/07/2022,Tirupati,Goa,14:45,21:30,1 stop via Hyderabad,"₹ 12,735"
929,9,"IndiGo, Air India",15/07/2022,Tirupati,Goa,08:45,22:20,"2 stop via Visakhapatnam,Mumbai","₹ 13,727"
930,10,"IndiGo, SpiceJet",15/07/2022,Tirupati,Goa,14:45,20:35,1 stop via Hyderabad,"₹ 14,970"
931,11,"IndiGo, Air India",15/07/2022,Tirupati,Goa,08:30,22:20,"2 stop via Hyderabad,Mumbai","₹ 15,281"
932,12,"IndiGo, Alliance Air",15/07/2022,Tirupati,Goa,08:45,20:55,"2 stop via Visakhapatnam,Mumbai","₹ 16,195"
933,13,"SpiceJet, IndiGo",15/07/2022,Tirupati,Goa,07:55,14:00,1 stop via Hyderabad,"₹ 17,595"
934,14,IndiGo,15/07/2022,Tirupati,Goa,08:30,14:00,1 stop via Hyderabad,"₹ 17,632"
935,0,IndiGo,16/07/2022,Tirupati,Goa,20:30,06:50,1 stop via Hyderabad,"₹ 6,416"
936,1,IndiGo,16/07/2022,Tirupati,Goa,14:45,21:30,1 stop via Hyderabad,"₹ 8,320"
937,2,SpiceJet,16/07/2022,Tirupati,Goa,18:55,07:45,1 stop via Hyderabad,"₹ 8,834"
938,3,SpiceJet,16/07/2022,Tirupati,Goa,07:55,07:45,1 stop via Hyderabad,"₹ 8,834"
939,4,SpiceJet,16/07/2022,Tirupati,Goa,18:55,20:35,1 stop via Hyderabad,"₹ 8,834"
940,5,IndiGo,16/07/2022,Tirupati,Goa,08:30,14:00,1 stop via Hyderabad,"₹ 9,245"
941,6,IndiGo,16/07/2022,Tirupati,Goa,08:30,17:35,1 stop via Hyderabad,"₹ 9,245"
942,7,IndiGo,16/07/2022,Tirupati,Goa,20:30,01:20,1 stop via Hyderabad,"₹ 10,861"
943,8,IndiGo,16/07/2022,Tirupati,Goa,20:00,01:20,1 stop via Hyderabad,"₹ 11,018"
944,9,IndiGo,16/07/2022,Tirupati,Goa,16:40,20:40,1 stop via Bengaluru,"₹ 11,656"
945,10,IndiGo,16/07/2022,Tirupati,Goa,16:40,01:55,1 stop via Bengaluru,"₹ 11,656"
946,11,Air India,16/07/2022,Tirupati,Goa,14:30,00:40,"2 stop via Hyderabad,New Delhi","₹ 11,795"
947,12,Air India,16/07/2022,Tirupati,Goa,14:30,06:20,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 23,933"
948,13,Air India,16/07/2022,Tirupati,Goa,14:30,06:20,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 23,933"
949,14,Air India,16/07/2022,Tirupati,Goa,14:30,13:35,"2 stop via Hyderabad,New Delhi","₹ 29,813"
950,0,IndiGo,17/07/2022,Tirupati,Goa,14:45,21:30,1 stop via Hyderabad,"₹ 7,114"
951,1,SpiceJet,17/07/2022,Tirupati,Goa,07:55,20:35,1 stop via Hyderabad,"₹ 8,834"
952,2,SpiceJet,17/07/2022,Tirupati,Goa,18:55,07:45,1 stop via Hyderabad,"₹ 9,748"
953,3,IndiGo,17/07/2022,Tirupati,Goa,20:30,06:50,1 stop via Hyderabad,"₹ 6,416"
954,4,IndiGo,17/07/2022,Tirupati,Goa,20:30,06:50,1 stop via Hyderabad,"₹ 10,280"
955,5,IndiGo,17/07/2022,Tirupati,Goa,08:30,14:00,1 stop via Hyderabad,"₹ 10,843"
956,6,SpiceJet,17/07/2022,Tirupati,Goa,14:25,00:25,1 stop via Pune,"₹ 11,395"
957,7,"IndiGo, Alliance Air",17/07/2022,Tirupati,Goa,08:45,20:55,"2 stop via Visakhapatnam,Mumbai","₹ 11,543"
958,8,IndiGo,17/07/2022,Tirupati,Goa,16:40,20:40,1 stop via Bengaluru,"₹ 11,656"
959,9,Air India,17/07/2022,Tirupati,Goa,14:30,00:40,"2 stop via Hyderabad,New Delhi","₹ 11,795"
960,10,Air India,17/07/2022,Tirupati,Goa,14:30,06:20,"2 stop via Hyderabad,Mumbai","₹ 16,583"
961,0,IndiGo,18/07/2022,Tirupati,Goa,08:30,17:35,1 stop via Hyderabad,"₹ 6,755"
962,1,IndiGo,18/07/2022,Tirupati,Goa,14:45,21:30,1 stop via Hyderabad,"₹ 7,493"
963,2,SpiceJet,18/07/2022,Tirupati,Goa,07:55,20:35,1 stop via Hyderabad,"₹ 8,834"
964,3,"SpiceJet, Alliance Air",18/07/2022,Tirupati,Goa,07:55,16:55,"2 stop via Hyderabad,Mysore","₹ 10,141"
965,4,IndiGo,18/07/2022,Tirupati,Goa,16:40,20:40,1 stop via Bengaluru,"₹ 11,353"
966,5,IndiGo,18/07/2022,Tirupati,Goa,20:30,06:50,1 stop via Hyderabad,"₹ 11,438"
967,6,"Air India, SpiceJet",18/07/2022,Tirupati,Goa,14:30,20:35,1 stop via Hyderabad,"₹ 11,819"
968,7,"IndiGo, Alliance Air",18/07/2022,Tirupati,Goa,08:45,20:25,"2 stop via Visakhapatnam,Mumbai","₹ 12,320"
969,8,"IndiGo, SpiceJet",18/07/2022,Tirupati,Goa,14:45,20:35,1 stop via Hyderabad,"₹ 12,344"
970,9,IndiGo,18/07/2022,Tirupati,Goa,08:30,14:00,1 stop via Hyderabad,"₹ 12,735"
971,10,Air India,18/07/2022,Tirupati,Goa,14:30,00:40,"2 stop via Hyderabad,New Delhi","₹ 14,693"
972,0,SpiceJet,19/07/2022,Tirupati,Goa,07:55,07:45,1 stop via Hyderabad,"₹ 8,834"
973,1,SpiceJet,19/07/2022,Tirupati,Goa,18:55,07:45,1 stop via Hyderabad,"₹ 10,662"
974,2,IndiGo,19/07/2022,Tirupati,Goa,16:40,20:40,1 stop via Bengaluru,"₹ 11,064"
975,3,IndiGo,19/07/2022,Tirupati,Goa,08:30,17:35,1 stop via Hyderabad,"₹ 6,755"
976,4,IndiGo,19/07/2022,Tirupati,Goa,14:45,21:30,1 stop via Hyderabad,"₹ 11,228"
977,5,IndiGo,19/07/2022,Tirupati,Goa,20:00,01:20,1 stop via Hyderabad,"₹ 11,648"
978,6,Air India,19/07/2022,Tirupati,Goa,14:30,00:40,"2 stop via Hyderabad,New Delhi","₹ 11,795"
979,7,IndiGo,19/07/2022,Tirupati,Goa,20:30,01:20,1 stop via Hyderabad,"₹ 11,858"
980,8,IndiGo,19/07/2022,Tirupati,Goa,08:45,23:20,"2 stop via Visakhapatnam,Mumbai","₹ 12,446"
981,9,IndiGo,19/07/2022,Tirupati,Goa,08:30,17:35,1 stop via Hyderabad,"₹ 12,488"
982,10,IndiGo,19/07/2022,Tirupati,Goa,08:30,14:00,1 stop via Hyderabad,"₹ 13,066"
983,11,Air India,19/07/2022,Tirupati,Goa,14:30,06:20,"2 stop via Hyderabad,Mumbai","₹ 17,056"
984,0,SpiceJet,20/07/2022,Tirupati,Goa,07:55,20:35,1 stop via Hyderabad,"₹ 8,834"
985,1,"SpiceJet, Alliance Air",20/07/2022,Tirupati,Goa,07:55,16:55,"2 stop via Hyderabad,Mysore","₹ 10,561"
986,2,SpiceJet,20/07/2022,Tirupati,Goa,18:55,07:45,1 stop via Hyderabad,"₹ 10,662"
987,3,"IndiGo, Alliance Air",20/07/2022,Tirupati,Goa,08:30,16:55,"2 stop via Hyderabad,Mysore","₹ 10,876"
988,4,IndiGo,20/07/2022,Tirupati,Goa,16:40,20:40,1 stop via Bengaluru,"₹ 11,064"
989,5,IndiGo,20/07/2022,Tirupati,Goa,14:45,21:30,1 stop via Hyderabad,"₹ 11,123"
990,6,Air India,20/07/2022,Tirupati,Goa,14:30,00:40,"2 stop via Hyderabad,New Delhi","₹ 11,795"
991,7,"Air India, SpiceJet",20/07/2022,Tirupati,Goa,14:30,20:35,1 stop via Hyderabad,"₹ 11,819"
992,8,SpiceJet,20/07/2022,Tirupati,Goa,14:25,13:10,1 stop via Pune,"₹ 12,025"
993,9,"IndiGo, SpiceJet",20/07/2022,Tirupati,Goa,14:45,20:35,1 stop via Hyderabad,"₹ 12,029"
994,10,IndiGo,20/07/2022,Tirupati,Goa,20:30,06:50,1 stop via Hyderabad,"₹ 12,068"
995,11,IndiGo,20/07/2022,Tirupati,Goa,08:30,14:00,1 stop via Hyderabad,"₹ 12,226"
996,0,Air India,15/07/2022,Tirupati,Ahmedabad,14:30,20:55,"2 stop via Hyderabad,New Delhi","₹ 10,950"
997,1,"SpiceJet, IndiGo",15/07/2022,Tirupati,Ahmedabad,07:55,18:00,"2 stop via Hyderabad,Mumbai","₹ 12,975"
998,2,"SpiceJet, IndiGo",15/07/2022,Tirupati,Ahmedabad,07:55,18:55,"2 stop via Hyderabad,New Delhi","₹ 12,975"
999,3,"SpiceJet, IndiGo",15/07/2022,Tirupati,Ahmedabad,07:55,19:40,"2 stop via Hyderabad,Bengaluru","₹ 12,975"
1000,4,"SpiceJet, IndiGo",15/07/2022,Tirupati,Ahmedabad,07:55,20:20,"2 stop via Hyderabad,Mumbai","₹ 12,975"
1001,5,"SpiceJet, IndiGo",15/07/2022,Tirupati,Ahmedabad,07:55,21:10,"2 stop via Hyderabad,New Delhi","₹ 12,975"
1002,6,"SpiceJet, IndiGo",15/07/2022,Tirupati,Ahmedabad,07:55,00:10,"2 stop via Hyderabad,New Delhi","₹ 12,975"
1003,7,"Air India, IndiGo",15/07/2022,Tirupati,Ahmedabad,14:30,00:10,"2 stop via Hyderabad,New Delhi","₹ 13,185"
1004,8,IndiGo,15/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 15,040"
1005,9,"SpiceJet, IndiGo",15/07/2022,Tirupati,Ahmedabad,07:55,15:20,1 stop via Hyderabad,"₹ 15,075"
1006,10,IndiGo,15/07/2022,Tirupati,Ahmedabad,14:45,00:10,"2 stop via Hyderabad,New Delhi","₹ 15,390"
1007,11,IndiGo,15/07/2022,Tirupati,Ahmedabad,16:40,22:25,1 stop via Bengaluru,"₹ 19,766"
1008,12,IndiGo,15/07/2022,Tirupati,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 20,731"
1009,0,IndiGo,16/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 9,379"
1010,1,"SpiceJet, IndiGo",16/07/2022,Tirupati,Ahmedabad,07:55,18:00,"2 stop via Hyderabad,Mumbai","₹ 12,975"
1011,2,"SpiceJet, IndiGo",16/07/2022,Tirupati,Ahmedabad,07:55,20:20,"2 stop via Hyderabad,Mumbai","₹ 12,975"
1012,3,"Air India, IndiGo",16/07/2022,Tirupati,Ahmedabad,14:30,00:05,"2 stop via Hyderabad,Pune","₹ 12,975"
1013,4,"SpiceJet, IndiGo",16/07/2022,Tirupati,Ahmedabad,07:55,00:05,"2 stop via Hyderabad,Pune","₹ 12,975"
1014,5,IndiGo,16/07/2022,Tirupati,Ahmedabad,20:00,06:20,"2 stop via Hyderabad,Chennai","₹ 12,975"
1015,6,"SpiceJet, IndiGo",16/07/2022,Tirupati,Ahmedabad,18:55,06:20,"2 stop via Hyderabad,Chennai","₹ 12,975"
1016,7,"Air India, IndiGo",16/07/2022,Tirupati,Ahmedabad,14:30,06:20,"2 stop via Hyderabad,Chennai","₹ 12,975"
1017,8,"Air India, IndiGo",16/07/2022,Tirupati,Ahmedabad,14:30,06:25,"2 stop via Hyderabad,New Delhi","₹ 12,975"
1018,9,"SpiceJet, IndiGo",16/07/2022,Tirupati,Ahmedabad,18:55,07:10,"2 stop via Hyderabad,Bengaluru","₹ 12,975"
1019,10,"Air India, IndiGo",16/07/2022,Tirupati,Ahmedabad,14:30,07:10,"2 stop via Hyderabad,Bengaluru","₹ 12,975"
1020,11,IndiGo,16/07/2022,Tirupati,Ahmedabad,16:40,22:25,1 stop via Bengaluru,"₹ 13,351"
1021,12,IndiGo,16/07/2022,Tirupati,Ahmedabad,14:45,00:05,"2 stop via Hyderabad,Pune","₹ 13,500"
1022,13,IndiGo,16/07/2022,Tirupati,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 13,906"
1023,14,IndiGo,16/07/2022,Tirupati,Ahmedabad,08:30,18:00,"2 stop via Hyderabad,Mumbai","₹ 13,920"
1024,15,"SpiceJet, IndiGo",16/07/2022,Tirupati,Ahmedabad,07:55,15:20,1 stop via Hyderabad,"₹ 14,235"
1025,16,"Air India, IndiGo",16/07/2022,Tirupati,Ahmedabad,14:30,22:15,1 stop via Hyderabad,"₹ 14,235"
1026,17,"SpiceJet, IndiGo",16/07/2022,Tirupati,Ahmedabad,07:55,16:55,"2 stop via Hyderabad,Goa","₹ 14,760"
1027,18,IndiGo,16/07/2022,Tirupati,Ahmedabad,16:40,01:45,"2 stop via Bengaluru,Mumbai","₹ 14,983"
1028,0,SpiceJet,17/07/2022,Tirupati,Ahmedabad,14:25,00:35,1 stop via Pune,"₹ 11,815"
1029,1,IndiGo,17/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 11,860"
1030,2,IndiGo,17/07/2022,Tirupati,Ahmedabad,16:40,22:25,1 stop via Bengaluru,"₹ 13,351"
1031,3,IndiGo,17/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 9,379"
1032,4,IndiGo,17/07/2022,Tirupati,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 14,431"
1033,5,IndiGo,17/07/2022,Tirupati,Ahmedabad,16:40,01:45,"2 stop via Bengaluru,Mumbai","₹ 14,983"
1034,6,IndiGo,17/07/2022,Tirupati,Ahmedabad,16:40,02:25,"2 stop via Bengaluru,Goa","₹ 14,983"
1035,0,IndiGo,18/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 9,379"
1036,1,IndiGo,18/07/2022,Tirupati,Ahmedabad,16:40,22:25,1 stop via Bengaluru,"₹ 12,583"
1037,2,IndiGo,18/07/2022,Tirupati,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 13,013"
1038,3,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,19:40,"2 stop via Kalaburagi,Bengaluru","₹ 14,765"
1039,4,"Star Air, Go First",18/07/2022,Tirupati,Ahmedabad,11:55,20:55,"2 stop via Kalaburagi,Bengaluru","₹ 14,765"
1040,5,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,22:25,"2 stop via Kalaburagi,Bengaluru","₹ 14,765"
1041,6,"Star Air, Go First",18/07/2022,Tirupati,Ahmedabad,11:55,23:10,"3 stop via Kalaburagi,Bengaluru,Mumbai","₹ 14,765"
1042,7,"Star Air, Go First",18/07/2022,Tirupati,Ahmedabad,11:55,23:10,"3 stop via Kalaburagi,Bengaluru,Mumbai","₹ 14,765"
1043,8,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,00:05,"3 stop via Kalaburagi,Bengaluru,Pune","₹ 14,765"
1044,9,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,00:45,"3 stop via Kalaburagi,Bengaluru,Goa","₹ 14,765"
1045,10,IndiGo,18/07/2022,Tirupati,Ahmedabad,16:40,01:45,"2 stop via Bengaluru,Mumbai","₹ 14,797"
1046,11,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,22:45,"3 stop via Kalaburagi,Bengaluru,Mumbai","₹ 14,883"
1047,12,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,22:45,"3 stop via Kalaburagi,Bengaluru,Mumbai","₹ 14,883"
1048,13,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,01:45,"3 stop via Kalaburagi,Bengaluru,Mumbai","₹ 14,883"
1049,14,"Star Air, IndiGo",18/07/2022,Tirupati,Ahmedabad,11:55,01:45,"3 stop via Kalaburagi,Bengaluru,Mumbai","₹ 14,883"
1050,0,"IndiGo, Go First",19/07/2022,Tirupati,Ahmedabad,08:45,21:00,"2 stop via Visakhapatnam,Mumbai","₹ 12,445"
1051,1,IndiGo,19/07/2022,Tirupati,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 12,541"
1052,2,IndiGo,19/07/2022,Tirupati,Ahmedabad,16:40,22:25,1 stop via Bengaluru,"₹ 13,102"
1053,3,IndiGo,19/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 9,379"
1054,4,IndiGo,19/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 13,643"
1055,0,IndiGo,20/07/2022,Tirupati,Ahmedabad,14:45,22:15,1 stop via Hyderabad,"₹ 12,278"
1056,1,"IndiGo, Go First",20/07/2022,Tirupati,Ahmedabad,08:45,21:00,"2 stop via Visakhapatnam,Mumbai","₹ 12,445"
1057,2,SpiceJet,20/07/2022,Tirupati,Ahmedabad,14:25,00:35,1 stop via Pune,"₹ 12,445"
1058,3,IndiGo,20/07/2022,Tirupati,Ahmedabad,08:30,15:20,1 stop via Hyderabad,"₹ 12,646"
1059,4,"SpiceJet, IndiGo",20/07/2022,Tirupati,Ahmedabad,07:55,18:00,"2 stop via Hyderabad,Mumbai","₹ 12,975"
1060,5,"Air India, IndiGo",20/07/2022,Tirupati,Ahmedabad,14:30,22:15,1 stop via Hyderabad,"₹ 12,975"
1061,6,IndiGo,20/07/2022,Tirupati,Ahmedabad,16:50,06:20,"3 stop via Vijayawada,Hyderabad,Chennai","₹ 12,975"
1062,7,"SpiceJet, IndiGo",20/07/2022,Tirupati,Ahmedabad,07:55,15:20,1 stop via Hyderabad,"₹ 13,185"
1063,8,IndiGo,20/07/2022,Tirupati,Ahmedabad,16:40,22:25,1 stop via Bengaluru,"₹ 13,637"
1064,0,IndiGo,15/07/2022,Tirupati,Bengaluru,16:40,17:35,Non stop,"₹ 4,772"
1065,1,"Air India, Alliance Air",15/07/2022,Tirupati,Bengaluru,14:30,23:00,1 stop via Hyderabad,"₹ 11,769"
1066,2,"SpiceJet, IndiGo",15/07/2022,Tirupati,Bengaluru,07:55,23:05,"2 stop via Hyderabad,Vijayawada","₹ 11,820"
1067,3,"SpiceJet, IndiGo",15/07/2022,Tirupati,Bengaluru,07:55,13:10,1 stop via Hyderabad,"₹ 12,030"
1068,4,"SpiceJet, IndiGo",15/07/2022,Tirupati,Bengaluru,18:55,23:40,1 stop via Hyderabad,"₹ 12,974"
1069,5,"IndiGo, Alliance Air",15/07/2022,Tirupati,Bengaluru,14:45,23:00,1 stop via Hyderabad,"₹ 13,974"
1070,6,"IndiGo, AirAsia",15/07/2022,Tirupati,Bengaluru,08:30,15:30,1 stop via Hyderabad,"₹ 14,236"
1071,7,IndiGo,15/07/2022,Tirupati,Bengaluru,08:30,13:10,1 stop via Hyderabad,"₹ 14,445"
1072,8,"Air India, Vistara",15/07/2022,Tirupati,Bengaluru,14:30,19:30,1 stop via Hyderabad,"₹ 17,071"
1073,9,"IndiGo, Vistara",15/07/2022,Tirupati,Bengaluru,14:45,19:30,1 stop via Hyderabad,"₹ 19,276"
1074,10,Air India,15/07/2022,Tirupati,Bengaluru,14:30,00:05,"2 stop via Hyderabad,New Delhi","₹ 19,943"
1075,0,IndiGo,16/07/2022,Tirupati,Bengaluru,16:40,17:35,Non stop,"₹ 6,144"
1076,1,Air India,16/07/2022,Tirupati,Bengaluru,14:30,00:05,"2 stop via Hyderabad,New Delhi","₹ 19,208"
1077,2,Air India,16/07/2022,Tirupati,Bengaluru,14:30,08:55,"2 stop via Hyderabad,New Delhi","₹ 19,208"
1078,3,Air India,16/07/2022,Tirupati,Bengaluru,14:30,07:50,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 24,353"
1079,4,Air India,16/07/2022,Tirupati,Bengaluru,14:30,11:10,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 24,353"
1080,5,Air India,16/07/2022,Tirupati,Bengaluru,14:30,07:50,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 25,088"
1081,6,Air India,16/07/2022,Tirupati,Bengaluru,14:30,11:10,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 25,088"
1082,7,Air India,16/07/2022,Tirupati,Bengaluru,14:30,08:55,"2 stop via Hyderabad,New Delhi","₹ 29,813"
1083,0,IndiGo,17/07/2022,Tirupati,Bengaluru,16:40,17:35,Non stop,"₹ 6,461"
1084,1,Air India,17/07/2022,Tirupati,Bengaluru,14:30,07:50,"2 stop via Hyderabad,Mumbai","₹ 17,738"
1085,2,Air India,17/07/2022,Tirupati,Bengaluru,14:30,00:05,"2 stop via Hyderabad,New Delhi","₹ 18,473"
1086,3,IndiGo,17/07/2022,Tirupati,Bengaluru,16:40,17:35,Non stop,"₹ 5,840"
1087,4,Air India,17/07/2022,Tirupati,Bengaluru,14:30,08:55,"2 stop via Hyderabad,New Delhi","₹ 18,473"
1088,5,Air India,17/07/2022,Tirupati,Bengaluru,14:30,07:50,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 24,353"
1089,6,Air India,17/07/2022,Tirupati,Bengaluru,14:30,07:50,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 24,353"
1090,7,Air India,17/07/2022,Tirupati,Bengaluru,14:30,11:10,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 24,353"
1091,8,Air India,17/07/2022,Tirupati,Bengaluru,14:30,11:10,"3 stop via Hyderabad,New Delhi,Mumbai","₹ 24,353"
1092,9,Air India,17/07/2022,Tirupati,Bengaluru,14:30,08:55,"2 stop via Hyderabad,New Delhi","₹ 28,238"
1093,0,IndiGo,18/07/2022,Tirupati,Bengaluru,16:40,17:35,Non stop,"₹ 5,840"
