,Unnamed: 0,Airline,Journey_date,From,To,Dtime,Atime,Stops,Price
1604,4,Air India,18/07/2022,Bengaluru,Tirupati,21:20,13:45,"2 stop via New Delhi,Hyderabad","₹ 22,909"
1605,5,Air India,18/07/2022,Bengaluru,Tirupati,17:00,13:45,"2 stop via New Delhi,Hyderabad","₹ 22,909"
1606,0,IndiGo,19/07/2022,Bengaluru,Tirupati,10:45,11:55,Non stop,"₹ 5,514"
1607,1,Air India,19/07/2022,Bengaluru,Tirupati,06:10,13:45,"2 stop via New Delhi,Hyderabad","₹ 18,709"
1608,2,Air India,19/07/2022,Bengaluru,Tirupati,21:20,13:45,"2 stop via New Delhi,Hyderabad","₹ 18,709"
1609,3,Air India,19/07/2022,Bengaluru,Tirupati,21:20,13:45,"2 stop via New Delhi,Hyderabad","₹ 23,119"
1610,4,Air India,19/07/2022,Bengaluru,Tirupati,17:10,13:45,"2 stop via New Delhi,Hyderabad","₹ 23,119"
1611,0,IndiGo,20/07/2022,Bengaluru,Tirupati,10:45,11:55,Non stop,"₹ 6,697"
1612,1,Star Air,20/07/2022,Bengaluru,Tirupati,08:40,11:30,1 stop via Kalaburagi,"₹ 7,136"
1613,2,Air India,20/07/2022,Bengaluru,Tirupati,06:10,13:45,"2 stop via New Delhi,Hyderabad","₹ 18,709"
1614,3,IndiGo,20/07/2022,Bengaluru,Tirupati,10:45,11:55,Non stop,"₹ 5,514"
1615,4,Air India,20/07/2022,Bengaluru,Tirupati,21:20,13:45,"2 stop via New Delhi,Hyderabad","₹ 19,444"
1616,5,Air India,20/07/2022,Bengaluru,Tirupati,21:20,13:45,"2 stop via New Delhi,Hyderabad","₹ 23,382"
1617,6,Air India,20/07/2022,Bengaluru,Tirupati,17:00,13:45,"2 stop via New Delhi,Hyderabad","₹ 23,382"
1618,0,Air India,15/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 6,214"
1619,1,Air India,15/07/2022,Bengaluru,Mumbai,08:20,10:35,Non stop,"₹ 6,844"
1620,2,AirAsia,15/07/2022,Bengaluru,Mumbai,14:25,23:45,"2 stop via Hyderabad,Goa","₹ 7,368"
1621,3,SpiceJet,15/07/2022,Bengaluru,Mumbai,09:25,10:55,1 stop via Jabalpur,"₹ 7,368"
1622,4,IndiGo,15/07/2022,Bengaluru,Mumbai,06:00,07:35,Non stop,"₹ 7,369"
1623,5,IndiGo,15/07/2022,Bengaluru,Mumbai,07:00,08:50,Non stop,"₹ 7,369"
1624,6,Go First,15/07/2022,Bengaluru,Mumbai,08:55,10:35,Non stop,"₹ 7,369"
1625,7,IndiGo,15/07/2022,Bengaluru,Mumbai,10:00,11:35,Non stop,"₹ 7,369"
1626,8,IndiGo,15/07/2022,Bengaluru,Mumbai,12:20,13:50,Non stop,"₹ 7,369"
1627,9,IndiGo,15/07/2022,Bengaluru,Mumbai,14:05,15:35,Non stop,"₹ 7,369"
1628,10,IndiGo,15/07/2022,Bengaluru,Mumbai,16:50,18:30,Non stop,"₹ 7,369"
1629,11,Go First,15/07/2022,Bengaluru,Mumbai,17:00,18:45,Non stop,"₹ 7,369"
1630,12,Go First,15/07/2022,Bengaluru,Mumbai,18:25,20:05,Non stop,"₹ 7,369"
1631,13,IndiGo,15/07/2022,Bengaluru,Mumbai,00:35,08:15,1 stop via Goa,"₹ 7,369"
1632,14,IndiGo,15/07/2022,Bengaluru,Mumbai,17:50,19:30,Non stop,"₹ 7,579"
1633,15,Vistara,15/07/2022,Bengaluru,Mumbai,06:40,08:15,Non stop,"₹ 7,684"
1634,16,Vistara,15/07/2022,Bengaluru,Mumbai,09:30,11:25,Non stop,"₹ 7,684"
1635,17,Vistara,15/07/2022,Bengaluru,Mumbai,10:15,12:00,Non stop,"₹ 7,684"
1636,18,IndiGo,15/07/2022,Bengaluru,Mumbai,08:05,13:40,1 stop via Chennai,"₹ 8,083"
1637,19,IndiGo,15/07/2022,Bengaluru,Mumbai,19:25,01:30,1 stop via Goa,"₹ 8,083"
1638,20,Vistara,15/07/2022,Bengaluru,Mumbai,08:30,10:15,Non stop,"₹ 8,104"
1639,21,IndiGo,15/07/2022,Bengaluru,Mumbai,14:50,22:30,1 stop via Chennai,"₹ 8,440"
1640,22,AirAsia,15/07/2022,Bengaluru,Mumbai,18:45,20:40,Non stop,"₹ 9,365"
1641,23,IndiGo,15/07/2022,Bengaluru,Mumbai,14:50,19:55,1 stop via Chennai,"₹ 10,225"
1642,24,IndiGo,15/07/2022,Bengaluru,Mumbai,10:15,14:45,1 stop via Hyderabad,"₹ 11,622"
1643,25,Vistara,15/07/2022,Bengaluru,Mumbai,18:25,20:15,Non stop,"₹ 12,199"
1644,26,Vistara,15/07/2022,Bengaluru,Mumbai,18:55,20:40,Non stop,"₹ 12,199"
1645,27,Go First,15/07/2022,Bengaluru,Mumbai,15:45,19:50,1 stop via Goa,"₹ 13,521"
1646,28,IndiGo,15/07/2022,Bengaluru,Mumbai,21:25,23:00,Non stop,"₹ 14,194"
1647,29,Vistara,15/07/2022,Bengaluru,Mumbai,19:55,21:50,Non stop,"₹ 18,233"
1648,0,Vistara,16/07/2022,Bengaluru,Mumbai,06:40,08:15,Non stop,"₹ 7,367"
1649,1,Vistara,16/07/2022,Bengaluru,Mumbai,08:30,10:15,Non stop,"₹ 7,367"
1650,2,Vistara,16/07/2022,Bengaluru,Mumbai,18:55,20:40,Non stop,"₹ 7,367"
1651,3,Air India,16/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 6,214"
1652,4,Vistara,16/07/2022,Bengaluru,Mumbai,21:40,23:25,Non stop,"₹ 7,367"
1653,5,AirAsia,16/07/2022,Bengaluru,Mumbai,14:25,23:45,"2 stop via Hyderabad,Goa","₹ 7,368"
1654,6,SpiceJet,16/07/2022,Bengaluru,Mumbai,09:25,10:55,1 stop via Jabalpur,"₹ 7,368"
1655,7,IndiGo,16/07/2022,Bengaluru,Mumbai,04:40,06:15,Non stop,"₹ 7,369"
1656,8,IndiGo,16/07/2022,Bengaluru,Mumbai,06:00,07:35,Non stop,"₹ 7,369"
1657,9,Air India,16/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 7,369"
1658,10,IndiGo,16/07/2022,Bengaluru,Mumbai,07:00,08:50,Non stop,"₹ 7,369"
1659,11,IndiGo,16/07/2022,Bengaluru,Mumbai,08:20,10:00,Non stop,"₹ 7,369"
1660,12,Air India,16/07/2022,Bengaluru,Mumbai,08:20,10:35,Non stop,"₹ 7,369"
1661,13,Go First,16/07/2022,Bengaluru,Mumbai,08:55,10:35,Non stop,"₹ 7,369"
1662,14,IndiGo,16/07/2022,Bengaluru,Mumbai,16:50,18:30,Non stop,"₹ 7,369"
1663,15,Go First,16/07/2022,Bengaluru,Mumbai,17:00,18:45,Non stop,"₹ 7,369"
1664,16,IndiGo,16/07/2022,Bengaluru,Mumbai,17:50,19:30,Non stop,"₹ 7,369"
1665,17,Go First,16/07/2022,Bengaluru,Mumbai,18:25,20:05,Non stop,"₹ 7,369"
1666,18,AirAsia,16/07/2022,Bengaluru,Mumbai,18:45,20:40,Non stop,"₹ 7,369"
1667,19,Air India,16/07/2022,Bengaluru,Mumbai,19:10,21:05,Non stop,"₹ 7,369"
1668,20,IndiGo,16/07/2022,Bengaluru,Mumbai,19:35,21:10,Non stop,"₹ 7,369"
1669,21,IndiGo,16/07/2022,Bengaluru,Mumbai,21:25,23:00,Non stop,"₹ 7,369"
1670,22,IndiGo,16/07/2022,Bengaluru,Mumbai,07:00,11:40,1 stop via Chennai,"₹ 7,369"
1671,23,Vistara,16/07/2022,Bengaluru,Mumbai,19:55,21:50,Non stop,"₹ 7,684"
1672,24,IndiGo,16/07/2022,Bengaluru,Mumbai,17:25,22:30,1 stop via Chennai,"₹ 8,083"
1673,25,IndiGo,16/07/2022,Bengaluru,Mumbai,10:00,11:35,Non stop,"₹ 8,104"
1674,26,Vistara,16/07/2022,Bengaluru,Mumbai,18:25,20:15,Non stop,"₹ 8,104"
1675,27,IndiGo,16/07/2022,Bengaluru,Mumbai,20:05,00:15,1 stop via Chennai,"₹ 8,440"
1676,28,IndiGo,16/07/2022,Bengaluru,Mumbai,12:20,13:50,Non stop,"₹ 8,524"
1677,29,Vistara,16/07/2022,Bengaluru,Mumbai,10:15,12:00,Non stop,"₹ 8,629"
1678,30,Vistara,16/07/2022,Bengaluru,Mumbai,09:30,11:25,Non stop,"₹ 9,154"
1679,31,IndiGo,16/07/2022,Bengaluru,Mumbai,14:05,15:35,Non stop,"₹ 10,204"
1680,32,Go First,16/07/2022,Bengaluru,Mumbai,15:45,19:50,1 stop via Goa,"₹ 11,127"
1681,33,IndiGo,16/07/2022,Bengaluru,Mumbai,10:15,14:45,1 stop via Hyderabad,"₹ 11,296"
1682,0,Air India,17/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 6,214"
1683,1,Vistara,17/07/2022,Bengaluru,Mumbai,06:40,08:15,Non stop,"₹ 7,367"
1684,2,SpiceJet,17/07/2022,Bengaluru,Mumbai,09:25,10:55,1 stop via Jabalpur,"₹ 7,368"
1685,3,SpiceJet,17/07/2022,Bengaluru,Mumbai,20:05,14:55,1 stop via Goa,"₹ 7,368"
1686,4,IndiGo,17/07/2022,Bengaluru,Mumbai,06:00,07:35,Non stop,"₹ 7,369"
1687,5,IndiGo,17/07/2022,Bengaluru,Mumbai,07:00,08:50,Non stop,"₹ 7,369"
1688,6,IndiGo,17/07/2022,Bengaluru,Mumbai,08:20,10:00,Non stop,"₹ 7,369"
1689,7,Air India,17/07/2022,Bengaluru,Mumbai,08:20,10:35,Non stop,"₹ 7,369"
1690,8,Go First,17/07/2022,Bengaluru,Mumbai,08:55,10:35,Non stop,"₹ 7,369"
1691,9,Go First,17/07/2022,Bengaluru,Mumbai,17:00,18:45,Non stop,"₹ 7,369"
1692,10,IndiGo,17/07/2022,Bengaluru,Mumbai,17:50,19:30,Non stop,"₹ 7,369"
1693,11,Go First,17/07/2022,Bengaluru,Mumbai,18:25,20:05,Non stop,"₹ 7,369"
1694,12,Air India,17/07/2022,Bengaluru,Mumbai,19:10,21:05,Non stop,"₹ 7,369"
1695,13,IndiGo,17/07/2022,Bengaluru,Mumbai,19:35,21:10,Non stop,"₹ 7,369"
1696,14,IndiGo,17/07/2022,Bengaluru,Mumbai,06:15,12:40,1 stop via Mangalore,"₹ 7,369"
1697,15,IndiGo,17/07/2022,Bengaluru,Mumbai,10:00,11:35,Non stop,"₹ 7,579"
1698,16,IndiGo,17/07/2022,Bengaluru,Mumbai,21:25,23:00,Non stop,"₹ 7,579"
1699,17,IndiGo,17/07/2022,Bengaluru,Mumbai,17:25,00:15,1 stop via Chennai,"₹ 7,726"
1700,18,AirAsia,17/07/2022,Bengaluru,Mumbai,18:45,20:40,Non stop,"₹ 7,895"
1701,19,IndiGo,17/07/2022,Bengaluru,Mumbai,16:50,18:30,Non stop,"₹ 8,104"
1702,20,Vistara,17/07/2022,Bengaluru,Mumbai,21:40,23:25,Non stop,"₹ 8,104"
1703,21,AirAsia,17/07/2022,Bengaluru,Mumbai,14:25,23:45,"2 stop via Hyderabad,Goa","₹ 8,367"
1704,22,Vistara,17/07/2022,Bengaluru,Mumbai,10:15,12:00,Non stop,"₹ 8,629"
1705,23,Vistara,17/07/2022,Bengaluru,Mumbai,18:25,20:15,Non stop,"₹ 8,629"
1706,24,Vistara,17/07/2022,Bengaluru,Mumbai,18:55,20:40,Non stop,"₹ 8,629"
1707,25,Vistara,17/07/2022,Bengaluru,Mumbai,19:55,21:50,Non stop,"₹ 8,629"
1708,26,IndiGo,17/07/2022,Bengaluru,Mumbai,17:25,22:30,1 stop via Chennai,"₹ 9,511"
1709,27,Vistara,17/07/2022,Bengaluru,Mumbai,09:30,11:25,Non stop,"₹ 11,254"
1710,28,IndiGo,17/07/2022,Bengaluru,Mumbai,14:05,15:35,Non stop,"₹ 11,254"
1711,29,IndiGo,17/07/2022,Bengaluru,Mumbai,08:55,14:45,1 stop via Hyderabad,"₹ 12,010"
1712,30,IndiGo,17/07/2022,Bengaluru,Mumbai,12:20,13:50,Non stop,"₹ 12,304"
1713,31,IndiGo,17/07/2022,Bengaluru,Mumbai,14:50,19:55,1 stop via Chennai,"₹ 12,724"
1714,0,Vistara,18/07/2022,Bengaluru,Mumbai,09:30,11:25,Non stop,"₹ 7,367"
1715,1,Vistara,18/07/2022,Bengaluru,Mumbai,10:15,12:00,Non stop,"₹ 7,367"
1716,2,Vistara,18/07/2022,Bengaluru,Mumbai,18:25,20:15,Non stop,"₹ 7,367"
1717,3,Air India,18/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 6,214"
1718,4,Vistara,18/07/2022,Bengaluru,Mumbai,18:55,20:40,Non stop,"₹ 7,367"
1719,5,Vistara,18/07/2022,Bengaluru,Mumbai,19:55,21:50,Non stop,"₹ 7,367"
1720,6,Vistara,18/07/2022,Bengaluru,Mumbai,21:40,23:25,Non stop,"₹ 7,367"
1721,7,AirAsia,18/07/2022,Bengaluru,Mumbai,14:25,23:45,"2 stop via Hyderabad,Goa","₹ 7,368"
1722,8,IndiGo,18/07/2022,Bengaluru,Mumbai,04:40,06:15,Non stop,"₹ 7,369"
1723,9,IndiGo,18/07/2022,Bengaluru,Mumbai,06:00,07:35,Non stop,"₹ 7,369"
1724,10,Air India,18/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 7,369"
1725,11,IndiGo,18/07/2022,Bengaluru,Mumbai,07:00,08:50,Non stop,"₹ 7,369"
1726,12,IndiGo,18/07/2022,Bengaluru,Mumbai,08:20,10:00,Non stop,"₹ 7,369"
1727,13,Air India,18/07/2022,Bengaluru,Mumbai,08:20,10:35,Non stop,"₹ 7,369"
1728,14,Go First,18/07/2022,Bengaluru,Mumbai,08:30,10:10,Non stop,"₹ 7,369"
1729,15,IndiGo,18/07/2022,Bengaluru,Mumbai,10:00,11:35,Non stop,"₹ 7,369"
1730,16,IndiGo,18/07/2022,Bengaluru,Mumbai,12:20,13:50,Non stop,"₹ 7,369"
1731,17,IndiGo,18/07/2022,Bengaluru,Mumbai,14:05,15:35,Non stop,"₹ 7,369"
1732,18,IndiGo,18/07/2022,Bengaluru,Mumbai,16:50,18:30,Non stop,"₹ 7,369"
1733,19,Go First,18/07/2022,Bengaluru,Mumbai,17:00,18:45,Non stop,"₹ 7,369"
1734,20,IndiGo,18/07/2022,Bengaluru,Mumbai,17:50,19:30,Non stop,"₹ 7,369"
1735,21,Go First,18/07/2022,Bengaluru,Mumbai,18:25,20:05,Non stop,"₹ 7,369"
1736,22,AirAsia,18/07/2022,Bengaluru,Mumbai,18:45,20:40,Non stop,"₹ 7,369"
1737,23,Air India,18/07/2022,Bengaluru,Mumbai,19:10,21:05,Non stop,"₹ 7,369"
1738,24,IndiGo,18/07/2022,Bengaluru,Mumbai,19:35,21:10,Non stop,"₹ 7,369"
1739,25,IndiGo,18/07/2022,Bengaluru,Mumbai,21:25,23:00,Non stop,"₹ 7,369"
1740,26,IndiGo,18/07/2022,Bengaluru,Mumbai,06:15,12:40,1 stop via Mangalore,"₹ 7,369"
1741,27,Vistara,18/07/2022,Bengaluru,Mumbai,06:40,08:15,Non stop,"₹ 7,684"
1742,28,Vistara,18/07/2022,Bengaluru,Mumbai,08:30,10:15,Non stop,"₹ 8,629"
1743,29,IndiGo,18/07/2022,Bengaluru,Mumbai,15:45,20:45,1 stop via Hyderabad,"₹ 9,511"
1744,0,Vistara,19/07/2022,Bengaluru,Mumbai,06:40,08:15,Non stop,"₹ 7,367"
1745,1,Vistara,19/07/2022,Bengaluru,Mumbai,08:30,10:15,Non stop,"₹ 7,367"
1746,2,Vistara,19/07/2022,Bengaluru,Mumbai,09:30,11:25,Non stop,"₹ 7,367"
1747,3,Vistara,19/07/2022,Bengaluru,Mumbai,10:15,12:00,Non stop,"₹ 7,367"
1748,4,Vistara,19/07/2022,Bengaluru,Mumbai,18:25,20:15,Non stop,"₹ 7,367"
1749,5,Vistara,19/07/2022,Bengaluru,Mumbai,18:55,20:40,Non stop,"₹ 7,367"
1750,6,Vistara,19/07/2022,Bengaluru,Mumbai,21:40,23:25,Non stop,"₹ 7,367"
1751,7,AirAsia,19/07/2022,Bengaluru,Mumbai,14:25,00:35,"2 stop via Hyderabad,Goa","₹ 7,368"
1752,8,SpiceJet,19/07/2022,Bengaluru,Mumbai,09:25,10:55,1 stop via Jabalpur,"₹ 7,368"
1753,9,IndiGo,19/07/2022,Bengaluru,Mumbai,06:00,07:35,Non stop,"₹ 7,369"
1754,10,Air India,19/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 7,369"
1755,11,IndiGo,19/07/2022,Bengaluru,Mumbai,07:00,08:50,Non stop,"₹ 7,369"
1756,12,IndiGo,19/07/2022,Bengaluru,Mumbai,08:20,10:00,Non stop,"₹ 7,369"
1757,13,Air India,19/07/2022,Bengaluru,Mumbai,08:20,10:35,Non stop,"₹ 7,369"
1758,14,Go First,19/07/2022,Bengaluru,Mumbai,08:55,10:35,Non stop,"₹ 7,369"
1759,15,IndiGo,19/07/2022,Bengaluru,Mumbai,10:00,11:35,Non stop,"₹ 7,369"
1760,16,IndiGo,19/07/2022,Bengaluru,Mumbai,12:20,13:50,Non stop,"₹ 7,369"
1761,17,IndiGo,19/07/2022,Bengaluru,Mumbai,14:05,15:35,Non stop,"₹ 7,369"
1762,18,IndiGo,19/07/2022,Bengaluru,Mumbai,16:50,18:30,Non stop,"₹ 7,369"
1763,19,Go First,19/07/2022,Bengaluru,Mumbai,17:00,18:45,Non stop,"₹ 7,369"
1764,20,IndiGo,19/07/2022,Bengaluru,Mumbai,17:50,19:30,Non stop,"₹ 7,369"
1765,21,Go First,19/07/2022,Bengaluru,Mumbai,18:25,20:05,Non stop,"₹ 7,369"
1766,22,AirAsia,19/07/2022,Bengaluru,Mumbai,18:45,20:40,Non stop,"₹ 7,369"
1767,23,Air India,19/07/2022,Bengaluru,Mumbai,19:10,21:05,Non stop,"₹ 7,369"
1768,24,IndiGo,19/07/2022,Bengaluru,Mumbai,19:35,21:10,Non stop,"₹ 7,369"
1769,25,IndiGo,19/07/2022,Bengaluru,Mumbai,21:25,23:00,Non stop,"₹ 7,369"
1770,26,IndiGo,19/07/2022,Bengaluru,Mumbai,07:00,11:40,1 stop via Chennai,"₹ 7,369"
1771,27,Vistara,19/07/2022,Bengaluru,Mumbai,19:55,21:50,Non stop,"₹ 8,104"
1772,28,Go First,19/07/2022,Bengaluru,Mumbai,15:45,19:50,1 stop via Goa,"₹ 11,127"
1773,0,Vistara,20/07/2022,Bengaluru,Mumbai,06:40,08:15,Non stop,"₹ 7,367"
1774,1,Vistara,20/07/2022,Bengaluru,Mumbai,08:30,10:15,Non stop,"₹ 7,367"
1775,2,Vistara,20/07/2022,Bengaluru,Mumbai,09:30,11:25,Non stop,"₹ 7,367"
1776,3,Vistara,20/07/2022,Bengaluru,Mumbai,10:15,12:00,Non stop,"₹ 7,367"
1777,4,Vistara,20/07/2022,Bengaluru,Mumbai,18:25,20:15,Non stop,"₹ 7,367"
1778,5,Vistara,20/07/2022,Bengaluru,Mumbai,18:55,20:40,Non stop,"₹ 7,367"
1779,6,Vistara,20/07/2022,Bengaluru,Mumbai,19:55,21:50,Non stop,"₹ 7,367"
1780,7,Vistara,20/07/2022,Bengaluru,Mumbai,21:40,23:25,Non stop,"₹ 7,367"
1781,8,AirAsia,20/07/2022,Bengaluru,Mumbai,14:25,23:45,"2 stop via Hyderabad,Goa","₹ 7,368"
1782,9,AirAsia,20/07/2022,Bengaluru,Mumbai,13:40,23:45,1 stop via Goa,"₹ 7,368"
1783,10,IndiGo,20/07/2022,Bengaluru,Mumbai,06:00,07:35,Non stop,"₹ 7,369"
1784,11,Air India,20/07/2022,Bengaluru,Mumbai,06:45,08:35,Non stop,"₹ 7,369"
1785,12,IndiGo,20/07/2022,Bengaluru,Mumbai,07:00,08:50,Non stop,"₹ 7,369"
1786,13,IndiGo,20/07/2022,Bengaluru,Mumbai,08:20,10:00,Non stop,"₹ 7,369"
1787,14,Air India,20/07/2022,Bengaluru,Mumbai,08:20,10:35,Non stop,"₹ 7,369"
1788,15,Go First,20/07/2022,Bengaluru,Mumbai,08:55,10:35,Non stop,"₹ 7,369"
1789,16,IndiGo,20/07/2022,Bengaluru,Mumbai,10:00,11:35,Non stop,"₹ 7,369"
1790,17,IndiGo,20/07/2022,Bengaluru,Mumbai,12:20,13:50,Non stop,"₹ 7,369"
1791,18,IndiGo,20/07/2022,Bengaluru,Mumbai,14:05,15:35,Non stop,"₹ 7,369"
1792,19,IndiGo,20/07/2022,Bengaluru,Mumbai,16:50,18:30,Non stop,"₹ 7,369"
1793,20,Go First,20/07/2022,Bengaluru,Mumbai,17:00,18:45,Non stop,"₹ 7,369"
1794,21,IndiGo,20/07/2022,Bengaluru,Mumbai,17:50,19:30,Non stop,"₹ 7,369"
1795,22,Go First,20/07/2022,Bengaluru,Mumbai,18:25,20:05,Non stop,"₹ 7,369"
1796,23,AirAsia,20/07/2022,Bengaluru,Mumbai,18:45,20:40,Non stop,"₹ 7,369"
1797,24,Air India,20/07/2022,Bengaluru,Mumbai,19:10,21:05,Non stop,"₹ 7,369"
1798,25,IndiGo,20/07/2022,Bengaluru,Mumbai,21:25,23:00,Non stop,"₹ 7,369"
1799,26,IndiGo,20/07/2022,Bengaluru,Mumbai,06:15,12:40,1 stop via Mangalore,"₹ 7,369"
1800,27,IndiGo,20/07/2022,Bengaluru,Mumbai,19:35,21:10,Non stop,"₹ 7,579"
1801,28,IndiGo,20/07/2022,Bengaluru,Mumbai,14:50,19:55,1 stop via Chennai,"₹ 9,511"
1802,29,IndiGo,20/07/2022,Bengaluru,Mumbai,18:50,23:10,1 stop via Hyderabad,"₹ 10,582"
1803,0,Air India,15/07/2022,Bengaluru,New Delhi,06:10,08:55,Non stop,"₹ 8,944"
1804,1,IndiGo,15/07/2022,Bengaluru,New Delhi,10:20,15:55,1 stop via Dehradun,"₹ 9,574"
1805,2,Vistara,15/07/2022,Bengaluru,New Delhi,07:00,09:40,Non stop,"₹ 9,677"
1806,3,Air India,15/07/2022,Bengaluru,New Delhi,17:00,19:50,Non stop,"₹ 8,524"
1807,4,Vistara,15/07/2022,Bengaluru,New Delhi,08:00,10:40,Non stop,"₹ 9,677"
1808,5,Vistara,15/07/2022,Bengaluru,New Delhi,09:45,12:40,Non stop,"₹ 9,677"
1809,6,Vistara,15/07/2022,Bengaluru,New Delhi,11:30,14:20,Non stop,"₹ 9,677"
1810,7,IndiGo,15/07/2022,Bengaluru,New Delhi,00:45,03:30,Non stop,"₹ 9,679"
1811,8,IndiGo,15/07/2022,Bengaluru,New Delhi,04:40,07:25,Non stop,"₹ 9,679"
1812,9,Go First,15/07/2022,Bengaluru,New Delhi,05:45,08:25,Non stop,"₹ 9,679"
1813,10,SpiceJet,15/07/2022,Bengaluru,New Delhi,05:55,08:25,Non stop,"₹ 9,679"
1814,11,IndiGo,15/07/2022,Bengaluru,New Delhi,06:00,08:45,Non stop,"₹ 9,679"
1815,12,IndiGo,15/07/2022,Bengaluru,New Delhi,07:45,10:40,Non stop,"₹ 9,679"
1816,13,IndiGo,15/07/2022,Bengaluru,New Delhi,09:20,12:10,Non stop,"₹ 9,679"
1817,14,Air India,15/07/2022,Bengaluru,New Delhi,10:00,12:50,Non stop,"₹ 9,679"
1818,15,IndiGo,15/07/2022,Bengaluru,New Delhi,11:45,14:40,Non stop,"₹ 9,679"
1819,16,Air India,15/07/2022,Bengaluru,New Delhi,13:20,15:45,Non stop,"₹ 9,679"
1820,17,IndiGo,15/07/2022,Bengaluru,New Delhi,13:55,16:40,Non stop,"₹ 9,679"
1821,18,IndiGo,15/07/2022,Bengaluru,New Delhi,14:55,17:45,Non stop,"₹ 9,679"
1822,19,IndiGo,15/07/2022,Bengaluru,New Delhi,16:30,19:15,Non stop,"₹ 9,679"
1823,20,Go First,15/07/2022,Bengaluru,New Delhi,21:00,23:45,Non stop,"₹ 9,679"
1824,21,Air India,15/07/2022,Bengaluru,New Delhi,21:20,00:10,Non stop,"₹ 9,679"
1825,22,SpiceJet,15/07/2022,Bengaluru,New Delhi,21:50,00:35,Non stop,"₹ 9,679"
1826,23,IndiGo,15/07/2022,Bengaluru,New Delhi,22:05,00:45,Non stop,"₹ 9,679"
1827,24,AirAsia,15/07/2022,Bengaluru,New Delhi,22:30,01:20,Non stop,"₹ 9,679"
1828,25,IndiGo,15/07/2022,Bengaluru,New Delhi,23:10,02:00,Non stop,"₹ 9,679"
1829,26,AirAsia,15/07/2022,Bengaluru,New Delhi,03:35,09:05,1 stop via Pune,"₹ 9,679"
1830,27,IndiGo,15/07/2022,Bengaluru,New Delhi,20:30,23:15,Non stop,"₹ 10,572"
1831,28,IndiGo,15/07/2022,Bengaluru,New Delhi,12:40,18:35,1 stop via Surat,"₹ 10,761"
1832,29,IndiGo,15/07/2022,Bengaluru,New Delhi,19:15,22:00,Non stop,"₹ 11,307"
1833,30,IndiGo,15/07/2022,Bengaluru,New Delhi,18:00,20:45,Non stop,"₹ 11,779"
1834,31,AirAsia,15/07/2022,Bengaluru,New Delhi,18:15,21:10,Non stop,"₹ 11,880"
1835,32,Vistara,15/07/2022,Bengaluru,New Delhi,19:40,22:20,Non stop,"₹ 12,199"
1836,33,Vistara,15/07/2022,Bengaluru,New Delhi,21:15,23:45,Non stop,"₹ 12,199"
1837,34,AirAsia,15/07/2022,Bengaluru,New Delhi,11:15,13:55,Non stop,"₹ 13,038"
1838,35,Air India,15/07/2022,Bengaluru,New Delhi,17:00,19:50,Non stop,"₹ 14,089"
1839,36,Vistara,15/07/2022,Bengaluru,New Delhi,18:45,21:25,Non stop,"₹ 14,614"
1840,37,Vistara,15/07/2022,Bengaluru,New Delhi,17:45,20:20,Non stop,"₹ 16,294"
1841,38,Go First,15/07/2022,Bengaluru,New Delhi,15:45,19:55,1 stop via Goa,"₹ 20,442"
1842,0,IndiGo,16/07/2022,Bengaluru,New Delhi,10:20,15:55,1 stop via Dehradun,"₹ 9,574"
1843,1,Vistara,16/07/2022,Bengaluru,New Delhi,07:00,09:40,Non stop,"₹ 9,677"
1844,2,Vistara,16/07/2022,Bengaluru,New Delhi,17:45,20:20,Non stop,"₹ 9,677"
1845,3,Air India,16/07/2022,Bengaluru,New Delhi,06:10,08:55,Non stop,"₹ 8,944"
1846,4,Vistara,16/07/2022,Bengaluru,New Delhi,19:40,22:20,Non stop,"₹ 9,677"
1847,5,Vistara,16/07/2022,Bengaluru,New Delhi,21:15,23:45,Non stop,"₹ 9,677"
1848,6,IndiGo,16/07/2022,Bengaluru,New Delhi,00:45,03:30,Non stop,"₹ 9,679"
1849,7,IndiGo,16/07/2022,Bengaluru,New Delhi,04:40,07:25,Non stop,"₹ 9,679"
1850,8,SpiceJet,16/07/2022,Bengaluru,New Delhi,05:55,08:35,Non stop,"₹ 9,679"
1851,9,Air India,16/07/2022,Bengaluru,New Delhi,06:10,08:55,Non stop,"₹ 9,679"
1852,10,IndiGo,16/07/2022,Bengaluru,New Delhi,18:00,20:45,Non stop,"₹ 9,679"
1853,11,AirAsia,16/07/2022,Bengaluru,New Delhi,18:15,21:10,Non stop,"₹ 9,679"
1854,12,IndiGo,16/07/2022,Bengaluru,New Delhi,19:15,22:00,Non stop,"₹ 9,679"
1855,13,IndiGo,16/07/2022,Bengaluru,New Delhi,20:30,23:15,Non stop,"₹ 9,679"
1856,14,Go First,16/07/2022,Bengaluru,New Delhi,21:00,23:45,Non stop,"₹ 9,679"
1857,15,Air India,16/07/2022,Bengaluru,New Delhi,21:20,00:10,Non stop,"₹ 9,679"
